,away_hitters,away_AB,away_R,away_H,away_RBI,away_HR,away_BB,away_K,away_AVG,away_OBP,away_SLG,home_hitters,home_AB,home_R,home_H,home_RBI,home_HR,home_BB,home_K,home_AVG,home_OBP,home_SLG
230,M. SanoDH,4,0,1,0,0,0,2,.167,.167,.167,C. MullinsCF,4,1,1,1,0,0,3,.250,.250,.750
231,L. O'HoppeC,3,0,2,1,0,1,0,.400,.571,.400,J. Westburg2B-SS,4,1,1,2,0,0,1,.286,.286,.286
232,Z. NetoSS,4,0,0,0,0,0,2,.000,.000,.000,R. Urias3B,4,1,0,0,0,0,1,.000,.125,.000
233,team,36,4,9,4,1,1,13,,,,team,38,13,14,13,2,2,6,,,
234,gameId: 401568494,,,,,,,,,,,,,,,,,,,,,
235,R. Acuna Jr.RF,5,2,2,0,0,0,0,.444,.500,.444,K. SchwarberDH,5,1,1,0,0,0,1,.111,.111,.111
236,O. Albies2B,5,2,3,3,1,0,0,.333,.400,.667,T. TurnerSS,3,0,1,0,0,1,1,.143,.250,.143
237,A. Riley3B,5,0,1,0,0,0,2,.111,.200,.222,B. Harper1B,3,1,0,0,0,1,0,.000,.250,.000
238,M. Olson1B,5,1,1,1,1,0,1,.400,.400,1.000,E. Sosa3B,0,0,0,0,0,0,0,.000,.000,.000
239,M. OzunaDH,5,1,1,3,1,0,1,.100,.100,.400,J.T. RealmutoC,3,2,2,1,1,1,1,.333,.500,.833
240,M. Harris IICF,4,3,3,1,1,1,1,.667,.700,1.111,A. Bohm3B-1B,4,0,0,0,0,0,0,.250,.250,.250
241,O. ArciaSS,4,1,3,0,0,1,0,.667,.700,1.000,N. CastellanosRF,3,0,1,1,0,1,0,.286,.375,.286
242,T. d'ArnaudC,5,1,1,2,0,0,0,.167,.286,.333,B. Stott2B,4,0,3,2,0,0,0,.500,.500,.625
243,J. KelenicLF,4,1,3,2,0,1,0,.667,.714,.667,W. MerrifieldLF,3,0,0,0,0,1,0,.000,.250,.000
244,team,42,12,18,12,4,3,5,,,,J. RojasCF,4,0,0,0,0,0,1,.000,.143,.000
245,,,,,,,,,,,,team,32,4,8,4,1,5,4,,,
246,gameId: 401568495,,,,,,,,,,,,,,,,,,,,,
247,J. DuranLF,3,0,1,0,0,1,0,.182,.308,.182,J.P. CrawfordSS,5,1,1,1,0,0,1,.167,.231,.417
248,aT. O'NeillPH-LF,0,0,0,0,0,1,0,.286,.444,.714,J. RodriguezCF,5,0,1,1,0,0,2,.250,.308,.333
249,M. YoshidaDH,5,0,1,1,0,0,3,.250,.308,.333,J. PolancoDH,3,0,0,0,0,1,2,.100,.250,.100
250,T. StorySS,5,0,0,0,0,0,1,.077,.143,.077,M. HanigerRF,4,0,1,1,0,0,2,.300,.364,.600
251,T. Casas1B,3,0,0,0,0,1,1,.083,.154,.083,C. RaleighC,3,0,0,0,0,1,2,.100,.182,.100
252,B. DalbecPR-1B,0,0,0,0,0,0,0,.000,.000,.000,T. France1B,4,1,1,0,0,0,0,.182,.182,.182
253,W. AbreuRF,4,0,0,0,0,0,3,.000,.000,.000,L. RaleyLF,4,1,1,1,0,0,2,.250,.250,.250
254,C. RafaelaCF,4,2,2,0,0,0,2,.333,.333,.583,D. Moore2B,2,0,0,0,0,0,0,.250,.250,1.000
255,En. Valdez2B,4,0,0,0,0,0,2,.125,.125,.125,aD. CanzonePH,1,0,0,0,0,0,0,.000,.000,.000
256,P. Reyes3B,4,0,1,2,0,0,0,.250,.250,.250,L. Urias3B,1,0,0,0,0,0,0,.000,.000,.000
257,C. WongC,3,0,1,0,0,0,1,.429,.429,.429,J. Rojas3B-2B,4,1,2,0,0,0,1,.500,.500,.500
258,bR. McGuirePH-C,1,1,1,0,0,0,0,.333,.500,.667,team,36,4,7,4,0,2,12,,,
259,team,36,3,7,3,0,3,13,,,,,,,,,,,,,,
260,gameId: 401568496,,,,,,,,,,,,,,,,,,,,,
261,S. KwanLF,5,3,3,2,1,1,0,.400,.438,.667,R. Noda1B,4,0,1,1,0,1,1,.222,.300,.222
262,J. RamirezDH,6,1,2,1,0,0,2,.250,.250,.563,Z. Gelof2B,4,1,2,0,0,0,1,.182,.308,.273
263,R. LaureanoRF,2,0,1,0,0,0,0,.167,.286,.333,J. BledayCF,5,0,1,0,0,0,1,.231,.231,.308
264,aW. BrennanPH-RF,3,0,1,0,0,1,1,.286,.375,.286,B. RookerDH,4,0,0,0,0,1,4,.000,.111,.000
265,D. Fry1B,2,1,1,2,0,2,0,.667,.636,.833,S. BrownLF,2,0,0,0,0,2,0,.000,.375,.000
266,T. FreemanCF,5,1,1,1,0,1,1,.250,.400,.333,J.D. Davis3B,3,1,1,0,0,0,2,.400,.455,1.000
267,A. Gimenez2B,4,2,1,1,0,0,0,.500,.643,.900,K. McCannC,2,1,0,1,0,2,2,.000,.500,.000
268,G. Arias3B,5,2,2,2,0,0,1,.400,.400,.400,L. ButlerRF,4,0,1,0,0,0,2,.111,.200,.111
269,A. HedgesC,4,0,1,2,0,0,1,.250,.222,.375,N. AllenSS,3,0,0,1,0,0,1,.300,.300,.400
270,B. RocchioSS,5,2,2,0,0,0,0,.273,.385,.545,D. HernaizSS,1,0,0,0,0,0,0,.000,.000,.000
271,team,41,12,15,11,1,5,6,,,,team,32,3,6,3,0,6,14,,,
272,gameId: 401568498,,,,,,,,,,,,,,,,,,,,,
273,C. BlackmonRF,5,1,2,2,0,0,0,.273,.333,.545,K. Marte2B,4,1,0,0,0,1,1,.462,.533,.462
274,J. CaveRF,0,0,0,0,0,0,0,.000,.000,.000,C. CarrollRF,3,1,2,0,0,2,0,.300,.533,.300
275,K. BryantDH,4,1,0,0,0,1,4,.000,.167,.000,L. Gurriel Jr.LF,4,1,2,2,1,1,0,.462,.533,1.231
276,N. JonesLF,4,1,1,2,0,1,1,.167,.231,.417,C. Walker1B,4,0,1,0,0,1,2,.308,.400,.615
277,B. Rodgers2B,5,0,0,0,0,0,2,.077,.077,.154,G. MorenoC,4,0,0,1,0,0,0,.167,.231,.250
278,R. McMahon3B,4,0,2,1,0,0,0,.600,.615,.700,E. Suarez3B,3,1,2,1,1,1,0,.545,.538,.818
279,E. DiazC,4,1,1,0,0,0,0,.273,.273,.545,B. AlexanderDH,2,0,0,0,0,0,1,.286,.286,.286
280,E. TovarSS,4,1,1,2,1,0,1,.182,.182,.455,aJ. PedersonPH-DH,0,0,0,0,0,2,0,1.000,1.000,1.250
281,E. Montero1B,1,2,1,0,0,3,0,.143,.400,.143,A. ThomasCF,4,0,0,0,0,0,1,.231,.231,.538
282,B. DoyleCF,3,2,2,2,1,1,1,.333,.400,.667,G. PerdomoSS,3,0,1,0,0,1,0,.364,.417,.455
283,team,34,9,10,9,2,6,9,,,,team,31,4,8,4,2,9,5,,,
284,gameId: 401568499,,,,,,,,,,,,,,,,,,,,,
285,P. MeadowsCF,3,1,1,0,0,2,0,.167,.375,.500,A. BenintendiLF,4,0,1,0,0,1,0,.125,.222,.125
286,S. Torkelson1B,5,1,1,1,0,0,0,.333,.333,.333,Y. Moncada3B,5,2,1,0,0,0,1,.111,.111,.333
287,R. GreeneRF,4,2,1,1,1,1,0,.125,.222,.500,L. Robert Jr.CF,4,2,3,4,2,1,0,.500,.556,1.250
288,K. CarpenterDH,5,0,2,0,0,0,0,.400,.500,.600,E. JimenezDH,5,0,1,0,0,0,1,.250,.250,.250
289,M. CanhaLF,5,3,3,3,1,0,0,.375,.444,.875,A. Vaughn1B,4,0,1,0,0,0,0,.286,.286,.286
290,C. Keith2B,4,0,0,0,0,1,1,.125,.222,.125,K. PillarPR,0,0,0,0,0,0,0,.000,.000,.000
291,C. KellyC,5,0,3,2,0,0,0,.600,.600,.600,G. Sheets1B,1,0,0,0,0,0,0,.000,.000,.000
292,J. BaezSS,5,0,0,0,0,0,1,.111,.111,.111,D. FletcherRF,4,0,0,0,0,1,2,.000,.200,.000
293,Z. McKinstry3B,5,0,1,0,0,0,1,.200,.200,.200,B. ShewmakeSS,4,2,2,1,1,0,0,.500,.500,1.250
294,team,41,7,12,7,2,4,3,,,,N. Lopez2B,4,0,1,0,0,0,1,.143,.143,.143
295,,,,,,,,,,,,M. MaldonadoC,2,0,0,0,0,1,1,.000,.167,.000
296,,,,,,,,,,,,K. LeePR-C,1,0,0,0,0,0,1,.000,.000,.000
297,,,,,,,,,,,,team,38,6,10,5,3,4,7,,,
298,gameId: 401568500,,,,,,,,,,,,,,,,,,,,,
299,S. FrelickCF,5,1,1,0,0,0,1,.200,.200,.200,B. NimmoLF,5,0,1,0,0,0,2,.111,.111,.111
300,W. ContrerasC,5,1,2,0,0,0,1,.250,.222,.250,F. LindorSS,5,0,1,0,0,0,0,.125,.222,.125
301,C. YelichLF,5,1,2,1,0,0,0,.556,.556,.889,P. Alonso1B,4,1,2,1,1,0,0,.286,.375,.714
302,W. AdamesSS,5,2,2,1,0,0,1,.222,.222,.333,T. TaylorRF,3,0,0,0,0,0,0,.000,.000,.000
303,J. Bauers1B,5,0,0,0,0,0,4,.143,.143,.286,aD. StewartPH-RF,2,0,0,0,0,0,2,.000,.200,.000
304,R. HoskinsDH,4,2,3,4,1,1,0,.429,.556,.857,S. MarteDH,3,2,1,0,0,2,1,.333,.500,.833
305,O. Dunn3B,4,0,1,0,0,0,1,.250,.250,.250,J. McNeil2B,4,0,1,0,0,0,0,.143,.143,.143
306,J. Ortiz3B,1,0,0,0,0,0,0,.200,.200,.200,F. AlvarezC,4,2,3,2,1,0,0,.429,.429,.857
307,B. Turang2B,5,0,2,0,0,0,2,.429,.429,.429,Z. Short3B,3,0,1,0,0,0,0,.333,.333,.333
308,J. ChourioRF,5,0,2,0,0,0,2,.375,.444,.375,bB. BatyPH-3B,1,1,1,3,1,0,0,.250,.250,1.000
309,team,44,7,15,6,1,1,12,,,,H. BaderCF,4,0,1,0,0,0,1,.143,.143,.143
310,,,,,,,,,,,,team,38,6,12,6,3,2,6,,,
311,gameId: 401568501,,,,,,,,,,,,,,,,,,,,,
312,E. Julien2B,4,1,1,0,0,0,2,.333,.429,.500,M. Garcia3B,4,0,0,0,0,0,3,.125,.125,.500
313,bK. FarmerPH-2B,0,1,0,0,0,1,0,.000,.400,.000,B. Witt Jr.SS,3,1,2,0,0,1,0,.500,.625,1.000
314,A. KirilloffLF-RF-LF,4,0,1,1,0,0,0,.333,.286,.333,V. Pasquantino1B,3,0,0,0,0,1,1,.000,.125,.000
315,B. BuxtonCF,4,0,2,3,0,0,0,.375,.500,.625,S. PerezC,3,0,0,0,0,1,1,.000,.125,.000
316,C. CorreaSS,5,0,0,0,0,0,0,.333,.400,.444,M. MelendezLF,4,0,2,1,0,0,1,.375,.375,.500
317,M. WallnerRF,1,0,0,0,0,1,1,.000,.500,.000,H. RenfroeRF,4,0,0,0,0,0,3,.000,.000,.000
318,A. MartinPR-LF,0,0,0,0,0,0,0,.000,.000,.000,A. Frazier2B,2,0,1,0,0,0,0,.400,.400,.400
319,aM. MargotPH-RF,1,0,0,0,0,0,1,.333,.333,.333,aG. HampsonPH-2B,2,0,0,0,0,0,2,.000,.000,.000
320,C. Santana1B,4,0,1,0,0,0,0,.250,.333,.250,N. LoftinDH,3,0,0,0,0,0,0,.000,.000,.000
321,R. JeffersDH,3,1,0,0,0,0,1,.000,.111,.000,K. IsbelCF,3,0,0,0,0,0,0,.167,.167,.167
322,W. Castro3B,2,1,1,0,0,1,0,.167,.375,.167,team,31,1,5,1,0,3,11,,,
323,C. VazquezC,4,1,1,1,0,0,1,.250,.250,.250,,,,,,,,,,,
324,team,32,5,7,5,0,3,6,,,,,,,,,,,,,,
325,gameId: 401568502,,,,,,,,,,,,,,,,,,,,,
326,G. Torres2B,4,0,1,0,0,1,1,.091,.286,.091,J. Altuve2B,4,0,1,0,0,0,0,.286,.286,.357
327,J. SotoRF,5,2,2,1,1,0,0,.500,.600,.833,Y. AlvarezLF,3,0,0,0,0,1,0,.167,.286,.167
328,A. JudgeDH,3,0,1,0,0,1,1,.167,.286,.250,K. TuckerRF,4,0,0,0,0,0,2,.231,.286,.231
329,A. Rizzo1B,4,0,0,0,0,0,3,.182,.357,.182,A. Bregman3B,4,0,1,0,0,0,1,.273,.385,.364
330,A. VerdugoLF,4,0,0,0,0,0,0,.182,.231,.182,Y. DiazDH,3,1,0,0,0,1,1,.400,.500,.400
331,A. VolpeSS,4,1,2,1,1,0,1,.400,.571,.800,J. Abreu1B,3,0,0,0,0,0,0,.000,.167,.000
332,A. WellsC,2,1,1,0,0,2,1,.333,.556,.333,J. PenaSS,3,1,0,0,0,0,1,.273,.333,.364
333,O. Cabrera3B,4,1,1,2,1,0,2,.538,.538,1.077,M. DubonCF,4,0,1,2,0,0,0,.400,.400,.600
334,T. GrishamCF,3,0,0,0,0,1,2,.000,.250,.000,V. CaratiniC,3,1,1,0,0,0,1,.333,.333,.333
335,team,33,5,8,4,3,5,11,,,,team,31,3,4,2,0,2,6,,,
336,gameId: 401568503,,,,,,,,,,,,,,,,,,,,,
337,C. Joe1B,5,3,3,2,0,0,0,.357,.438,.571,L. Arraez2B,4,0,1,0,0,0,0,.071,.133,.071
338,R. Tellez1B,1,0,1,0,0,0,0,.333,.333,.333,J. Bell1B,4,0,0,0,0,0,3,.273,.429,.364
339,B. ReynoldsRF,5,0,2,2,0,1,2,.357,.471,.714,B. De La CruzDH,4,1,1,0,0,0,1,.286,.286,.286
340,K. Hayes3B,6,0,2,1,0,0,1,.462,.529,.615,J. Chisholm Jr.CF,3,1,0,0,0,1,2,.100,.308,.200
341,E. OlivaresDH,5,0,1,1,0,0,2,.375,.444,.750,J. Burger3B,3,1,1,1,0,1,0,.545,.538,.636
342,H. DavisC,2,0,0,0,0,2,0,.167,.375,.167,J. SánchezRF-LF,4,0,2,2,0,0,0,.286,.286,.286
343,O. CruzSS,4,2,2,0,0,1,0,.357,.438,.571,Tim AndersonSS,4,0,0,0,0,0,2,.250,.308,.333
344,J. Triolo2B,5,1,2,0,0,0,1,.214,.267,.286,N. GordonLF,2,0,0,0,0,0,2,.000,.000,.000
345,M. TaylorCF,5,2,2,1,0,0,1,.333,.357,.500,aA. GarciaPH-RF,2,0,0,0,0,0,1,.125,.125,.125
346,J. SuwinskiLF,5,1,1,1,0,0,2,.125,.222,.125,C. BethancourtC,3,0,0,0,0,0,2,.000,.000,.000
347,team,43,9,16,8,0,4,9,,,,team,33,3,5,3,0,2,13,,,
348,gameId: 401568504,,,,,,,,,,,,,,,,,,,,,
349,J. LeeCF,4,1,1,2,1,0,0,.333,.286,.583,X. Bogaerts2B,4,0,0,0,0,0,1,.286,.318,.286
350,J. SolerDH,5,1,1,0,0,0,2,.167,.286,.250,J. AzocarRF,0,1,0,0,0,1,0,.333,.429,.333
351,L. Wade Jr.RF,3,0,0,0,0,0,3,.300,.300,.300,F. Tatis Jr.RF,3,0,0,0,0,0,0,.316,.381,.632
352,aA. SlaterPH-RF,1,1,0,0,0,1,1,.000,.500,.000,bG. PauleyPH-3B,2,1,1,3,1,0,0,.333,.333,1.333
353,M. Chapman3B,5,1,1,0,0,0,1,.357,.357,.857,J. Cronenworth1B,5,1,2,0,0,0,0,.400,.435,.600
354,W. Flores1B,3,2,1,1,0,1,0,.222,.364,.222,M. MachadoDH,4,0,1,0,0,1,1,.167,.348,.500
355,M. ConfortoLF,4,2,2,4,1,0,2,.462,.462,1.077,H. KimSS,4,0,0,0,0,0,1,.167,.273,.167
356,T. Estrada2B,3,0,1,1,0,0,0,.273,.250,.273,J. ProfarLF,2,1,2,1,0,1,0,.308,.471,.385
357,T. MurphyC,3,1,1,1,0,1,0,.333,.500,.667,T. Wade3B,1,0,0,0,0,1,1,.400,.500,.400
358,N. AhmedSS,4,0,1,0,0,0,1,.300,.364,.400,aE. RosarioPH-3B-2B,2,1,1,2,1,0,1,.250,.250,.750
359,team,35,9,9,9,2,3,10,,,,J. MerrillCF,3,1,0,0,0,1,1,.143,.250,.214
360,,,,,,,,,,,,K. HigashiokaC,4,0,0,0,0,0,4,.000,.000,.000
361,,,,,,,,,,,,team,34,6,7,6,2,5,10,,,
362,gameId: 401568505,,,,,,,,,,,,,,,,,,,,,
363,B. DonovanLF,5,0,1,2,0,0,2,.083,.154,.167,M. BettsSS,4,3,3,1,1,2,0,.611,.720,1.389
364,P. Goldschmidt1B,4,0,0,1,0,1,1,.300,.462,.600,S. OhtaniDH,5,1,1,0,0,1,2,.273,.320,.318
365,N. Gorman2B,4,1,1,0,0,1,1,.250,.308,.333,F. Freeman1B,5,1,3,1,0,0,1,.333,.500,.500
366,N. Arenado3B,4,1,1,0,0,0,1,.091,.154,.091,W. SmithC,5,0,3,2,0,0,2,.455,.500,.545
367,M. CarpenterDH,4,1,1,0,0,0,2,.200,.200,.200,M. Muncy3B,5,0,1,1,0,0,2,.286,.333,.333
368,I. HerreraC,3,0,0,1,0,0,0,.000,.000,.000,T. HernándezLF,5,0,0,0,0,0,3,.200,.273,.550
369,A. BurlesonRF,3,0,2,1,0,0,1,.200,.200,.300,C. TaylorPR,0,0,0,0,0,0,0,.000,.000,.000
370,M. SianiPR-RF,1,1,0,0,0,0,0,.000,.000,.000,J. OutmanCF,4,0,0,0,0,1,3,.154,.389,.154
371,B. CrawfordSS,4,1,1,0,0,0,1,.250,.250,.250,J. HeywardRF,5,0,1,0,0,0,1,.214,.200,.214
372,V. Scott IICF,4,1,0,0,0,0,1,.000,.000,.000,G. Lux2B,5,0,2,0,0,0,0,.222,.222,.222
373,team,36,6,7,5,0,2,10,,,,team,43,5,14,5,1,4,14,,,
374,gameId: 401568506,,,,,,,,,,,,,,,,,,,,,
375,G. SpringerRF,4,0,0,0,0,0,0,.167,.231,.667,Y. Diaz1B,3,0,0,1,0,1,0,.417,.429,.750
376,V. Guerrero Jr.1B,3,0,1,0,0,1,1,.364,.462,.636,H. RamirezDH,5,0,1,0,0,0,1,.077,.077,.077
377,B. BichetteSS,4,0,0,0,0,0,0,.167,.231,.250,R. ArozarenaLF,3,3,2,1,1,1,1,.364,.417,.636
378,D. VogelbachDH,4,0,1,0,0,0,1,.200,.200,.200,I. Paredes3B,3,1,1,0,0,1,1,.091,.167,.091
379,D. VarshoLF-CF,3,1,1,0,0,1,2,.200,.333,.200,A. RosarioRF,4,0,2,1,0,0,0,.600,.600,1.000
380,E. Clement3B-LF,4,0,2,0,0,0,1,.500,.500,.500,J. CaballeroSS,3,0,2,2,0,0,0,.400,.417,.500
381,K. KiermaierCF,2,0,0,0,0,0,2,.111,.200,.111,C. Mead2B,4,0,1,0,0,0,0,.250,.250,.250
382,aJ. TurnerPH-3B,2,0,0,0,0,0,0,.100,.182,.200,J. SiriCF,3,1,1,0,0,1,2,.273,.333,.273
383,B. ServenC,3,0,0,0,0,0,2,.000,.000,.000,R. PintoC,4,0,1,0,0,0,1,.286,.286,.429
384,C. Biggio2B,2,0,1,1,0,1,1,.286,.500,.714,team,32,5,11,5,1,4,6,,,
385,team,31,1,6,1,0,3,10,,,,,,,,,,,,,,
386,gameId: 401568507,,,,,,,,,,,,,,,,,,,,,
387,C. AbramsSS,2,3,1,0,0,3,1,.167,.444,.500,J. IndiaDH,4,0,2,1,0,0,1,.375,.444,.375
388,L. ThomasRF,4,0,0,0,0,1,3,.000,.111,.000,B. ThompsonPR-DH,0,1,0,0,0,0,0,.000,.000,.000
389,J. WinkerLF,4,1,2,1,0,1,2,.375,.444,.375,bT. StephensonPH,1,0,0,0,0,0,0,.200,.200,.200
390,V. RoblesPR-CF,0,1,0,0,0,0,0,.000,.000,.000,S. SteerLF-2B,4,0,0,0,0,0,0,.286,.375,.429
391,J. MenesesDH,4,0,2,1,0,0,1,.500,.444,.625,C. Encarnacion-Strand1B,4,0,0,0,0,0,1,.000,.000,.000
392,N. NuñezPR-DH,0,1,0,0,0,0,0,.000,.000,.000,J. Candelario3B,3,2,1,1,1,1,1,.143,.250,.571
393,J. Gallo1B,4,0,0,0,0,1,3,.000,.111,.000,S. Espinal2B,3,0,1,0,0,0,0,.333,.333,.333
394,K. RuizC,4,1,3,3,1,0,0,.571,.625,1.000,aN. MartiniPH,1,0,1,2,0,0,0,.600,.600,2.000
395,E. RosarioCF-LF,4,0,1,1,0,0,1,.286,.250,.714,J. FraleyRF,0,0,0,0,0,0,0,.500,.500,.750
396,L. Garcia Jr.2B,5,0,1,0,0,0,2,.125,.125,.250,E. De La CruzSS,4,0,1,0,0,0,2,.286,.375,.286
397,T. Lipscomb3B,4,0,1,0,0,0,1,.250,.250,.250,S. FairchildCF,4,1,2,0,0,0,1,.500,.500,.500
398,team,35,7,11,6,1,6,14,,,,L. MaileC,3,1,1,2,1,1,1,.333,.500,1.333
399,,,,,,,,,,,,W. BensonRF-LF,3,1,1,0,0,1,1,.286,.375,.571
400,,,,,,,,,,,,team,34,6,10,6,2,3,8,,,
401,gameId: 401568508,,,,,,,,,,,,,,,,,,,,,
402,A. RendonDH,4,0,0,0,0,0,0,.000,.000,.000,G. HendersonSS,2,0,0,1,0,2,0,.400,.538,.900
403,N. Schanuel1B,4,1,1,0,0,0,0,.100,.182,.100,A. RutschmanDH,4,0,0,0,0,0,0,.273,.385,.273
404,M. TroutCF,4,0,0,0,0,0,3,.200,.200,.500,R. Mountcastle1B,4,0,1,0,0,0,0,.400,.429,.600
405,T. WardLF,4,1,1,2,1,0,1,.250,.250,.750,A. SantanderRF,4,0,0,0,0,0,2,.250,.231,.833
406,B. Drury2B,4,0,1,0,0,0,2,.300,.300,.300,A. HaysLF,3,0,0,0,0,1,2,.182,.308,.182
407,L. Rengifo3B,4,1,1,0,0,0,0,.286,.286,.429,J. Westburg3B,2,1,0,0,0,1,2,.222,.300,.222
408,L. O'HoppeC,2,1,1,0,0,0,1,.429,.600,.429,bC. CowserPH,1,0,0,0,0,0,0,.500,.500,1.000
409,J. AdellRF,3,0,0,0,0,0,1,.200,.200,.600,R. Urias3B,0,0,0,0,0,0,0,.000,.125,.000
410,A. HicksRF,0,0,0,0,0,0,0,.000,.143,.000,C. MullinsCF,3,0,0,0,0,0,1,.182,.250,.545
411,Z. NetoSS,2,0,1,1,0,1,0,.111,.200,.111,J. McCannC,3,0,1,0,0,0,1,.500,.500,.500
412,team,31,4,6,3,1,1,8,,,,cR. O'HearnPH,1,0,0,0,0,0,0,.286,.286,.429
413,,,,,,,,,,,,J. Mateo2B,2,0,1,0,0,0,1,.400,.500,.600
414,,,,,,,,,,,,aT. KempPH-2B,1,0,0,0,0,1,0,.000,.333,.000
415,,,,,,,,,,,,team,30,1,3,1,0,5,9,,,
416,gameId: 401568509,,,,,,,,,,,,,,,,,,,,,
417,J. DuranCF,5,0,0,0,0,0,1,.125,.222,.125,J.P. CrawfordSS,3,0,0,0,0,0,1,.133,.235,.333
418,R. Devers3B,5,0,1,0,0,0,1,.300,.300,.700,J. RodriguezCF,4,0,0,0,0,0,1,.188,.235,.250
419,T. StorySS,4,0,2,0,0,0,2,.176,.222,.176,J. Polanco2B,4,0,0,0,0,0,1,.071,.188,.071
420,T. Casas1B,3,1,0,0,0,1,2,.067,.176,.067,M. HanigerDH,4,1,1,0,0,0,2,.286,.333,.571
421,M. YoshidaDH,4,1,1,0,0,0,0,.250,.294,.313,T. France1B,4,0,2,0,0,0,1,.267,.267,.267
422,T. O'NeillLF,3,2,2,1,1,1,0,.400,.538,1.000,D. CanzoneLF,2,0,0,0,0,0,1,.000,.000,.000
423,W. AbreuRF,3,0,1,0,0,1,1,.143,.250,.143,aD. MoorePH-LF,2,0,0,0,0,0,1,.167,.167,.667
424,En. Valdez2B,4,1,1,3,1,0,1,.167,.167,.417,L. RaleyRF,3,0,0,0,0,0,1,.182,.182,.182
425,C. Rafaela2B,0,0,0,0,0,0,0,.333,.333,.583,J. Rojas3B,2,0,1,1,0,0,0,.500,.500,.500
426,R. McGuireC,4,0,2,1,0,0,0,.429,.500,.571,bL. UriasPH-3B,0,0,0,0,0,1,0,.000,.167,.000
427,team,35,5,10,5,2,3,8,,,,S. ZavalaC,3,0,0,0,0,0,1,.000,.000,.000
428,,,,,,,,,,,,team,31,1,4,1,0,1,10,,,
429,gameId: 401568511,,,,,,,,,,,,,,,,,,,,,
430,I. HappDH,5,1,4,3,0,1,0,.417,.500,.500,M. Semien2B,5,1,2,3,0,0,0,.308,.400,.385
431,S. SuzukiRF,6,1,2,2,0,0,0,.200,.200,.267,W. LangfordLF,4,0,1,2,0,1,2,.333,.400,.500
432,C. BellingerCF,3,1,1,1,0,3,0,.200,.429,.300,J. Jung3B,5,0,1,0,0,0,2,.308,.400,.769
433,C. Morel3B,5,1,1,3,1,0,0,.357,.357,.714,A. GarcíaDH,5,0,0,0,0,0,3,.231,.267,.692
434,N. Madrigal3B,1,0,0,0,0,0,0,.250,.250,.500,E. DuranSS,4,0,2,0,0,0,1,.429,.429,.571
435,D. SwansonSS,4,0,1,0,0,1,2,.222,.333,.667,aJ. SmithPH,1,0,0,0,0,0,0,.000,.000,.000
436,M. Busch1B,4,0,0,0,0,1,2,.111,.333,.111,A. KniznerC,4,1,0,0,0,0,2,.000,.000,.000
437,N. Hoerner2B,4,1,1,0,0,0,0,.100,.308,.100,J. Walsh1B,4,1,1,0,0,0,1,.444,.444,.889
438,M. TauchmanLF,2,2,0,0,0,3,1,.000,.600,.000,E. CarterRF,2,2,0,0,0,2,1,.000,.385,.000
439,M. AmayaC,4,1,2,0,0,0,1,.500,.600,.500,L. TaverasCF,3,0,1,0,0,1,1,.222,.364,.333
440,aM. MastrobuoniPH,1,1,0,0,0,0,0,.000,.000,.000,team,37,5,8,5,0,4,13,,,
441,Y. GomesC,0,0,0,0,0,0,0,.000,.000,.000,,,,,,,,,,,
442,team,39,9,12,9,1,9,6,,,,,,,,,,,,,,
443,gameId: 401568512,,,,,,,,,,,,,,,,,,,,,
444,S. KwanLF,5,0,1,0,0,0,1,.350,.381,.550,E. RuizLF,4,2,2,0,0,0,1,.429,.375,.857
445,A. Gimenez2B,5,1,1,0,0,0,0,.400,.526,.667,J. BledayCF,4,1,2,2,0,0,0,.294,.294,.471
446,J. Ramirez3B,4,1,0,0,0,0,0,.200,.200,.450,Z. Gelof2B,4,0,0,0,0,0,2,.133,.235,.200
447,J. Naylor1B,4,0,2,1,0,0,0,.417,.500,.583,S. BrownDH,4,0,1,1,0,0,1,.111,.333,.111
448,W. BrennanRF,3,0,0,0,0,0,0,.200,.333,.200,J.D. Davis3B,3,0,1,0,0,1,0,.385,.467,.846
449,R. LaureanoCF,4,0,2,0,0,0,2,.300,.364,.400,R. Noda1B,2,0,0,0,0,1,0,.182,.308,.182
450,B. NaylorC,3,0,0,0,0,1,1,.000,.250,.000,D. HernaizPR,0,1,0,0,0,0,0,.000,.000,.000
451,E. FlorialDH,3,1,1,0,0,1,1,.167,.375,.500,S. LangeliersC,3,0,1,0,0,0,0,.333,.364,.333
452,G. AriasSS,4,0,0,1,0,0,0,.222,.222,.222,L. ButlerRF,3,0,1,0,0,1,1,.167,.286,.167
453,team,35,3,7,2,0,2,5,,,,N. AllenSS,3,0,1,0,0,0,1,.308,.308,.462
454,,,,,,,,,,,,aA. ToroPH,0,0,0,1,0,1,0,.000,.200,.000
455,,,,,,,,,,,,team,30,4,9,4,0,4,6,,,
456,gameId: 401568513,,,,,,,,,,,,,,,,,,,,,
457,P. MeadowsCF,4,0,0,0,0,0,2,.100,.250,.300,A. BenintendiLF,4,0,1,0,0,0,1,.167,.231,.167
458,aA. IbanezPH-3B,1,0,1,1,0,0,0,.667,.500,.667,Y. Moncada3B,4,0,1,0,0,0,2,.154,.154,.385
459,S. Torkelson1B,4,0,0,0,0,1,3,.231,.286,.231,L. Robert Jr.CF,4,0,0,0,0,0,3,.333,.385,.833
