Unnamed: 0,away_hitters,away_AB,away_R,away_H,away_RBI,away_HR,away_BB,away_K,away_AVG,away_OBP,away_SLG,home_hitters,home_AB,home_R,home_H,home_RBI,home_HR,home_BB,home_K,home_AVG,home_OBP,home_SLG
1205,M. Vargas3B,3,0,0,0,0,1,1,0.172,0.273,0.241,J. MalloyDH,2,2,1,1,0,2,1,0.231,0.45,0.385
1206,L. Robert Jr.CF,3,1,0,0,0,1,1,0.143,0.219,0.179,K. CarpenterRF,5,1,1,2,1,0,1,0.25,0.241,0.607
1207,A. BenintendiLF,4,0,1,0,0,0,1,0.31,0.355,0.517,R. GreeneLF,4,1,2,1,0,0,1,0.361,0.361,0.722
1208,A. Vaughn1B,3,0,1,1,0,1,0,0.154,0.185,0.346,S. Torkelson1B,4,1,2,1,1,0,1,0.345,0.472,0.655
1209,N. MatonDH,4,0,1,0,0,0,2,0.167,0.318,0.5,C. Keith2B,2,1,0,0,0,2,0,0.174,0.441,0.261
1210,L. Sosa2B,4,0,0,0,0,0,0,0.2,0.2,0.36,A. Ibanez3B,3,1,1,1,0,0,0,0.083,0.214,0.083
1211,B. BaldwinRF,4,0,1,0,0,0,2,0.318,0.304,0.5,J. RogersC,4,0,2,0,0,0,0,0.222,0.263,0.333
1212,K. LeeC,4,1,3,0,0,0,0,0.385,0.429,0.538,T. SweeneySS,4,0,1,1,0,0,1,0.276,0.323,0.483
1213,J. AmayaSS,3,0,1,0,0,0,0,0.111,0.111,0.111,R. KreidlerCF,4,0,0,0,0,0,3,0.158,0.2,0.158
1214,team,32,2,8,1,0,3,7,,,,team,32,7,10,7,2,4,8,,,
1215,gameId: 401695022,,,,,,,,,,,,,,,,,,,,,
1216,S. OhtaniDH,3,0,0,0,0,1,1,0.297,0.422,0.568,K. SchwarberDH,3,1,1,0,0,0,1,0.29,0.389,0.71
1217,M. BettsSS,4,0,2,0,0,0,0,0.296,0.367,0.63,T. TurnerSS,4,0,1,0,0,0,1,0.3,0.391,0.35
1218,T. HernándezRF,4,0,0,0,0,0,0,0.211,0.268,0.421,B. Harper1B,3,0,1,0,0,1,1,0.25,0.314,0.375
1219,M. ConfortoLF,4,1,1,1,1,0,0,0.308,0.419,0.692,A. Bohm3B,4,0,0,1,0,0,0,0.2,0.222,0.229
1220,T. Edman2B,4,0,0,0,0,0,0,0.256,0.268,0.641,M. KeplerLF,4,0,0,0,0,0,1,0.2,0.333,0.4
1221,M. Muncy3B,4,1,3,0,0,0,0,0.2,0.273,0.3,N. CastellanosRF,3,0,0,0,0,0,1,0.259,0.355,0.407
1222,A. PagesCF,3,0,0,0,0,1,1,0.1,0.27,0.133,J.T. RealmutoC,2,0,0,0,0,1,0,0.24,0.296,0.36
1223,E. Hernández1B,4,1,1,2,1,0,1,0.115,0.111,0.462,B. Stott2B,3,0,1,0,0,0,1,0.292,0.37,0.5
1224,A. BarnesC,3,0,0,0,0,0,0,0,0,0,B. MarshCF,2,0,0,0,0,0,1,0.2,0.333,0.35
1225,team,33,3,7,3,2,2,3,,,,aE. SosaPH-CF,1,0,0,0,0,0,1,0.563,0.588,0.813
1226,,,,,,,,,,,,team,29,1,4,1,0,2,8,,,
1227,gameId: 401695023,,,,,,,,,,,,,,,,,,,,,
1228,X. EdwardsSS,4,0,1,0,0,1,2,0.25,0.317,0.333,M. Harris IICF,3,0,1,0,0,1,1,0.242,0.265,0.394
1229,K. StowersRF,5,0,1,0,0,0,1,0.25,0.4,0.357,O. Albies2B,4,0,0,0,0,0,0,0.194,0.237,0.306
1230,O. Lopez2B,4,1,0,0,0,1,1,0.27,0.341,0.432,M. OzunaDH,4,0,0,0,0,0,2,0.24,0.5,0.4
1231,M. Mervis1B,5,2,3,3,2,0,2,0.25,0.273,0.55,M. Olson1B,3,0,1,0,0,1,0,0.233,0.395,0.433
1232,E. WagamanDH,3,0,1,0,0,1,0,0.217,0.28,0.348,A. Riley3B,4,0,0,0,0,0,2,0.143,0.211,0.257
1233,G. ConineLF,3,0,0,0,0,1,2,0.25,0.276,0.393,B. De La CruzLF,4,0,1,0,0,0,2,0.167,0.25,0.167
1234,D. HillCF,4,1,1,0,0,0,1,0.273,0.36,0.364,D. BaldwinC,4,0,2,0,0,0,0,0.154,0.241,0.192
1235,G. Pauley3B,3,0,1,0,0,1,1,0.217,0.28,0.391,N. AllenSS,3,0,0,0,0,0,3,0.278,0.316,0.333
1236,L. HicksC,3,0,2,1,0,0,0,0.235,0.278,0.294,J. KelenicRF,2,0,1,0,0,0,1,0.154,0.154,0.269
1237,team,34,4,10,4,2,5,10,,,,aS. FairchildPH-RF,1,0,1,0,0,0,0,0.2,0.2,0.6
1238,,,,,,,,,,,,team,32,0,7,0,0,2,11,,,
1239,gameId: 401695024,,,,,,,,,,,,,,,,,,,,,
1240,P. Goldschmidt1B,4,1,3,1,0,1,0,0.345,0.424,0.517,A. Frazier2B,2,0,0,0,0,1,0,0.227,0.308,0.227
1241,B. RiceDH,5,1,1,0,0,0,1,0.32,0.433,0.64,bJ. TrioloPH-2B,1,0,0,0,0,0,1,0.059,0.111,0.059
1242,A. JudgeRF,4,2,1,0,0,0,0,0.364,0.447,1,B. ReynoldsDH,3,1,0,0,0,1,1,0.179,0.238,0.282
1243,J. Chisholm Jr.2B,4,1,1,0,0,0,2,0.242,0.324,0.636,O. CruzCF,3,1,1,0,0,1,1,0.241,0.395,0.483
1244,A. VolpeSS,5,0,2,3,0,0,2,0.303,0.361,0.758,K. Hayes3B,3,1,2,1,0,1,0,0.258,0.303,0.452
1245,A. WellsC,3,0,1,2,0,1,0,0.208,0.333,0.5,J. SuwinskiLF,1,1,0,0,0,1,1,0.15,0.261,0.2
1246,J. DominguezLF,5,1,1,0,0,0,1,0.276,0.364,0.483,aT. PhamPH-LF,2,0,0,0,0,0,0,0.077,0.2,0.115
1247,O. Peraza3B,4,2,2,0,0,0,1,0.5,0.5,1.167,A. CanarioRF,4,0,0,0,0,0,2,0,0,0
1248,T. GrishamCF,4,2,2,4,2,0,0,0.471,0.571,1.059,E. Valdez1B,3,0,1,2,0,0,1,0.111,0.2,0.222
1249,team,38,10,14,10,2,2,7,,,,cJ. BartPH,1,0,0,0,0,0,1,0.25,0.357,0.25
1250,,,,,,,,,,,,E. RodriguezC,3,0,0,1,0,0,1,0.13,0.259,0.217
1251,,,,,,,,,,,,I. Kiner-FalefaSS,3,0,0,0,0,0,1,0.321,0.424,0.321
1252,,,,,,,,,,,,team,29,4,4,4,0,5,10,,,
1253,gameId: 401695025,,,,,,,,,,,,,,,,,,,,,
1254,B. BichetteSS,5,0,3,1,0,0,0,0.316,0.366,0.395,F. LindorSS,3,1,1,1,0,1,0,0.16,0.258,0.24
1255,V. Guerrero Jr.1B,5,0,2,1,0,0,1,0.286,0.35,0.371,J. SotoRF,4,1,1,0,0,0,1,0.241,0.371,0.414
1256,A. SantanderDH,4,0,1,0,0,1,1,0.206,0.308,0.235,P. Alonso1B,4,0,0,0,0,0,3,0.25,0.382,0.643
1257,A. Gimenez2B,4,0,1,0,0,1,2,0.265,0.359,0.588,B. NimmoLF,4,0,0,0,0,0,0,0.226,0.273,0.452
1258,A. KirkC,4,0,0,0,0,0,2,0.222,0.214,0.259,J. WinkerDH,4,0,3,2,0,0,0,0.294,0.4,0.588
1259,G. SpringerRF,4,0,0,0,0,0,3,0.379,0.455,0.621,M. Vientos3B,4,0,1,0,0,0,3,0.097,0.152,0.161
1260,N. LukesRF,0,0,0,0,0,0,0,0.125,0.3,0.125,B. Baty2B,4,0,1,0,0,0,2,0.111,0.111,0.167
1261,W. Wagner3B,3,0,0,0,0,1,1,0.292,0.346,0.375,J. SiriCF,2,1,0,0,0,2,1,0.071,0.235,0.143
1262,E. Clement3B,0,0,0,0,0,0,0,0.118,0.2,0.176,H. SengerC,2,0,0,0,0,0,1,0.2,0.2,0.4
1263,M. StrawCF,4,0,1,0,0,0,0,0.364,0.364,0.545,aS. MartePH,1,0,0,0,0,0,0,0.2,0.357,0.5
1264,A. RodenLF,3,2,2,0,0,1,1,0.333,0.4,0.429,L. TorrensC,1,0,1,0,0,0,0,0.3,0.333,0.55
1265,team,36,2,10,2,0,4,11,,,,team,33,3,8,3,0,3,11,,,
1266,gameId: 401695027,,,,,,,,,,,,,,,,,,,,,
1267,G. HendersonDH,5,0,0,0,0,0,4,0.111,0.111,0.111,J. India3B,2,0,0,0,0,2,0,0.267,0.389,0.333
1268,J. Westburg2B,5,1,1,0,0,0,0,0.303,0.361,0.576,B. Witt Jr.SS,4,1,1,1,1,0,0,0.242,0.324,0.394
1269,C. MullinsCF,3,2,1,0,0,2,1,0.313,0.436,0.656,C. Biggio2B,0,0,0,0,0,0,0,0.286,0.333,0.286
1270,R. Mountcastle1B,5,2,2,0,0,0,1,0.267,0.29,0.333,V. Pasquantino1B,4,0,1,0,0,0,1,0.222,0.3,0.444
1271,T. O'NeillRF,3,1,2,2,0,1,0,0.379,0.424,0.655,S. PerezC,4,0,0,0,0,0,2,0.212,0.235,0.333
1272,aR. LaureanoPH-RF,0,0,0,0,0,1,0,0.167,0.286,0.167,F. FerminC,0,0,0,0,0,0,0,0,0,0
1273,H. KjerstadLF,5,1,1,1,0,0,0,0.294,0.316,0.353,M. MasseyDH,3,0,0,0,0,0,0,0.241,0.281,0.31
1274,R. Urias3B,4,1,1,1,0,0,0,0.4,0.464,0.44,H. RenfroeRF,4,0,1,0,0,0,0,0.136,0.24,0.182
1275,G. SanchezC,3,0,1,2,0,1,1,0.1,0.167,0.1,M. MelendezLF,3,0,1,0,0,1,1,0.105,0.261,0.105
1276,J. HollidaySS,4,0,3,2,0,0,0,0.333,0.355,0.533,M. Garcia2B-SS,4,0,0,0,0,0,1,0.32,0.37,0.68
1277,team,37,8,12,8,0,5,7,,,,K. IsbelCF,2,0,1,0,0,0,0,0.2,0.2,0.25
1278,,,,,,,,,,,,aT. TolbertPH-CF,1,0,0,0,0,0,1,0,0,0
1279,,,,,,,,,,,,team,31,1,5,1,1,3,6,,,
1280,gameId: 401695028,,,,,,,,,,,,,,,,,,,,,
1281,J. AltuveLF,5,1,3,1,1,0,0,0.364,0.4,0.545,M. WallnerRF,4,1,1,1,0,0,0,0.16,0.3,0.36
1282,I. Paredes3B,4,0,1,0,0,0,1,0.148,0.324,0.185,C. CorreaSS,4,0,1,0,0,0,1,0.103,0.133,0.138
1283,Y. AlvarezDH,5,0,1,0,0,0,2,0.138,0.235,0.172,B. BuxtonCF,3,1,0,0,0,0,2,0.214,0.267,0.357
1284,C. Walker1B,4,0,0,0,0,0,2,0.161,0.188,0.258,T. LarnachLF,3,1,1,0,0,1,1,0.25,0.333,0.25
1285,Y. DiazC,3,0,0,0,0,1,2,0.095,0.174,0.095,H. BaderLF,0,0,0,0,0,0,0,0.211,0.211,0.737
1286,J. PenaSS,4,0,2,0,0,0,0,0.185,0.267,0.407,T. France1B,4,0,1,0,0,0,0,0.2,0.25,0.233
1287,B. Rodgers2B,3,0,1,0,0,1,2,0.316,0.409,0.421,W. Castro2B,3,0,0,0,0,1,2,0.231,0.333,0.462
1288,C. SmithRF,4,0,0,0,0,0,3,0.111,0.238,0.111,E. JulienDH,2,1,0,0,0,1,1,0.143,0.2,0.143
1289,J. MeyersCF,4,0,1,0,0,0,1,0.214,0.214,0.286,aM. GasperPH-DH,1,0,0,0,0,0,1,0.143,0.333,0.143
1290,team,36,1,9,1,1,2,13,,,,J. Miranda3B,4,1,1,3,1,0,2,0.174,0.174,0.304
1291,,,,,,,,,,,,C. VazquezC,2,1,1,0,0,1,0,0.083,0.154,0.167
1292,,,,,,,,,,,,team,30,6,6,4,1,4,10,,,
1293,gameId: 401695030,,,,,,,,,,,,,,,,,,,,,
1294,F. Tatis Jr.RF,4,0,1,1,0,0,1,0.412,0.462,0.529,I. HappLF,4,0,1,0,0,1,2,0.217,0.327,0.326
1295,J. HeywardRF,0,0,0,0,0,0,0,0.143,0.188,0.214,K. TuckerRF,4,0,1,1,0,1,0,0.302,0.444,0.698
1296,L. Arraez1B,3,0,2,0,0,0,0,0.176,0.216,0.294,S. SuzukiDH,3,0,0,0,0,2,2,0.239,0.333,0.543
1297,M. Machado3B,4,0,1,0,0,0,1,0.333,0.371,0.424,M. Busch1B,5,1,1,0,0,0,1,0.242,0.342,0.364
1298,J. Iglesias3B,0,0,0,0,0,0,0,0.286,0.375,0.286,D. SwansonSS,4,2,2,1,1,1,1,0.233,0.313,0.512
1299,X. BogaertsSS,3,0,1,0,0,1,1,0.214,0.371,0.286,N. Hoerner2B,5,1,2,1,0,0,0,0.313,0.389,0.313
1300,J. MerrillCF,4,0,0,0,0,0,0,0.375,0.4,0.625,P. Crow-ArmstrongCF,4,1,1,0,0,1,1,0.186,0.271,0.256
1301,Y. GurrielDH,2,0,0,0,0,0,1,0.077,0.143,0.077,M. Shaw3B,4,1,1,0,0,1,0,0.195,0.313,0.293
1302,aG. SheetsPH-DH,2,0,0,0,0,0,1,0.381,0.409,0.619,C. KellyC,3,1,2,4,1,1,1,0.467,0.591,1.067
1303,J. Cronenworth2B,4,0,0,0,0,0,1,0.222,0.364,0.407,team,36,7,11,7,2,8,8,,,
1304,B. LockridgeLF,4,1,1,0,0,0,1,0.3,0.417,0.5,,,,,,,,,,,
1305,E. DiazC,3,0,2,0,0,0,0,0.294,0.333,0.294,,,,,,,,,,,
1306,team,33,1,8,1,0,1,7,,,,,,,,,,,,,,
1307,gameId: 401695031,,,,,,,,,,,,,,,,,,,,,
1308,L. ButlerRF,4,1,3,0,0,1,0,0.273,0.385,0.364,B. DoyleCF,5,1,1,0,0,0,1,0.222,0.263,0.25
1309,B. RookerDH,5,1,1,1,1,0,1,0.225,0.244,0.525,E. TovarSS,5,0,1,0,0,0,2,0.206,0.229,0.324
1310,J. BledayCF,2,2,0,0,0,3,2,0.188,0.333,0.219,R. McMahon3B,3,1,2,1,1,1,0,0.267,0.303,0.4
1311,S. LangeliersC,2,2,1,2,1,3,0,0.25,0.382,0.571,H. GoodmanC,4,0,0,0,0,0,0,0.233,0.303,0.533
1312,T. Soderstrom1B,5,1,2,1,0,0,1,0.333,0.368,0.639,K. BryantDH,4,0,1,0,0,0,1,0.111,0.2,0.111
1313,J. WilsonSS,4,0,1,2,0,0,0,0.364,0.364,0.606,M. Toglia1B,3,0,0,0,0,1,0,0.133,0.212,0.167
1314,S. BrownLF,4,0,1,0,0,0,1,0.167,0.412,0.167,K. Farmer2B,4,1,2,0,0,0,0,0.364,0.375,0.5
1315,L. Urias2B,4,0,1,0,0,0,0,0.273,0.333,0.545,S. BouchardRF,3,1,1,2,1,1,1,0.25,0.333,0.625
1316,M. Schuemann3B,4,0,1,0,0,0,1,0.111,0.111,0.111,J. BeckLF,3,0,0,0,0,0,0,0.15,0.261,0.15
1317,team,34,7,11,6,2,7,6,,,,aN. MartiniPH,1,0,1,0,0,0,0,0.353,0.421,0.353
1318,,,,,,,,,,,,team,35,4,9,3,2,3,5,,,
1319,gameId: 401695033,,,,,,,,,,,,,,,,,,,,,
1320,S. KwanLF,3,1,2,0,0,0,0,0.367,0.424,0.5,T. WardLF,5,0,1,1,0,0,1,0.212,0.25,0.242
1321,aJ. RodriguezPH-LF,2,0,0,0,0,0,2,0,0,0,L. Rengifo3B,4,2,2,1,1,1,0,0.241,0.313,0.414
1322,J. Ramirez3B,2,0,0,0,0,1,0,0.348,0.429,0.957,N. Lopez3B,0,0,0,0,0,0,0,0,0,0
1323,J. NoelRF,1,0,0,0,0,0,0,0.083,0.143,0.083,M. TroutDH,4,2,1,2,1,1,2,0.172,0.278,0.517
1324,C. Santana1B,3,2,2,2,1,1,0,0.29,0.343,0.452,J. SolerRF,4,2,1,2,1,0,0,0.207,0.294,0.345
1325,K. ManzardoDH,4,0,1,0,0,0,0,0.259,0.333,0.593,L. O'HoppeC,5,1,3,2,1,0,1,0.32,0.346,0.8
1326,N. JonesRF-CF,4,0,0,1,0,0,3,0.143,0.217,0.238,N. Schanuel1B,3,1,1,0,0,1,0,0.29,0.353,0.387
1327,G. Arias2B,3,0,0,0,0,1,0,0.292,0.379,0.458,K. Paris2B,3,0,0,0,0,1,2,0.429,0.556,0.786
1328,D. SchneemannCF-3B,4,0,0,0,0,0,1,0.083,0.267,0.333,J. AdellCF,3,1,0,0,0,1,1,0.25,0.318,0.3
1329,B. NaylorC,3,1,2,1,1,1,0,0.174,0.269,0.304,Tim AndersonSS,4,1,2,2,0,0,2,0.188,0.188,0.25
1330,B. RocchioSS,4,0,0,0,0,0,1,0.208,0.269,0.25,team,35,10,11,10,4,5,9,,,
1331,team,33,4,7,4,2,4,7,,,,,,,,,,,,,,
1332,gameId: 401695034,,,,,,,,,,,,,,,,,,,,,
1333,V. RoblesRF,4,0,2,0,0,0,0,0.256,0.268,0.333,L. Wade Jr.1B,4,0,0,0,0,0,2,0.148,0.172,0.407
1334,J. RodriguezCF,4,0,0,0,0,0,2,0.219,0.375,0.469,W. AdamesSS,3,0,1,0,0,1,0,0.212,0.27,0.273
1335,C. RaleighDH,4,0,1,0,0,0,2,0.156,0.289,0.25,J. LeeCF,4,2,3,0,0,0,0,0.321,0.387,0.5
1336,R. ArozarenaLF,3,0,0,0,0,1,0,0.129,0.289,0.387,M. Chapman3B,4,2,2,2,0,0,0,0.31,0.429,0.586
1337,M. GarverC,2,0,0,0,0,2,0,0.071,0.235,0.071,H. RamosLF,4,0,1,0,0,0,0,0.314,0.333,0.657
1338,D. Solano1B,3,0,0,0,0,0,0,0,0,0,M. YastrzemskiRF,1,0,1,1,0,3,0,0.333,0.481,0.333
1339,aM. MastrobuoniPH,1,0,0,0,0,0,0,0.286,0.286,0.286,W. FloresDH,4,0,2,1,0,0,1,0.25,0.294,0.625
1340,D. Moore3B,4,1,2,1,1,0,0,0.4,0.5,0.8,S. HuffC,2,0,0,0,0,0,1,0,0,0
1341,R. Bliss2B,2,0,1,0,0,1,0,0.167,0.286,0.167,aP. BaileyPH-C,2,0,0,0,0,0,0,0.2,0.304,0.3
1342,bL. RaleyPH,1,0,0,0,0,0,1,0.211,0.318,0.368,T. Fitzgerald2B,3,0,0,0,0,0,1,0.167,0.231,0.208
1343,J.P. CrawfordSS,2,0,1,0,0,2,0,0.167,0.375,0.167,team,31,4,10,4,0,4,5,,,
1344,team,30,1,7,1,1,6,5,,,,,,,,,,,,,,
1345,gameId: 401695035,,,,,,,,,,,,,,,,,,,,,
1346,C. CarrollRF,5,1,3,0,0,0,1,0.282,0.391,0.641,C. AbramsSS,2,1,0,1,0,1,0,0.257,0.289,0.571
1347,G. PerdomoSS,3,0,0,1,0,1,0,0.314,0.341,0.457,L. Garcia Jr.2B,4,1,1,0,0,1,1,0.16,0.192,0.32
1348,P. SmithDH,3,0,2,1,0,0,1,0.35,0.458,0.5,K. RuizC,3,0,1,1,0,0,1,0.321,0.387,0.571
1349,aR. GrichukPH-DH,2,0,0,0,0,0,1,0.278,0.35,0.5,N. Lowe1B,4,0,1,1,0,0,0,0.286,0.324,0.629
1350,J. Naylor1B,3,1,1,0,0,1,1,0.278,0.381,0.361,J. WoodLF,3,0,0,0,0,1,1,0.212,0.278,0.364
1351,L. Gurriel Jr.LF,4,0,0,0,0,0,2,0.179,0.2,0.385,J. BellDH,2,1,0,0,0,1,1,0.133,0.278,0.3
1352,E. Suarez3B,4,0,0,0,0,0,1,0.176,0.317,0.647,A. CallRF,3,0,2,1,0,1,1,0.545,0.643,0.636
1353,A. ThomasCF,4,0,1,1,0,0,2,0.381,0.391,0.571,P. DeJong3B,4,1,2,1,0,0,1,0.24,0.296,0.4
1354,J. HerreraC,3,2,2,1,1,0,1,0.3,0.364,0.6,D. CrewsCF,4,1,2,0,0,0,1,0.103,0.133,0.103
1355,bJ. McCarthyPH,1,0,0,0,0,0,0,0,0.091,0,team,29,5,9,5,0,5,7,,,
1356,G. MorenoC,0,0,0,0,0,0,0,0.292,0.37,0.292,,,,,,,,,,,
1357,G. Hampson2B,1,0,0,0,0,1,0,0.143,0.455,0.143,,,,,,,,,,,
1358,cT. TawaPH,1,0,0,0,0,0,1,0.25,0.4,0.25,,,,,,,,,,,
1359,team,34,4,9,4,1,3,11,,,,,,,,,,,,,,
1360,gameId: 401695036,,,,,,,,,,,,,,,,,,,,,
1361,M. TauchmanRF,3,1,1,0,0,1,1,0.333,0.5,0.333,J. MalloyDH,1,0,0,0,0,2,0,0.214,0.478,0.357
1362,L. Robert Jr.CF,3,0,1,0,0,1,1,0.161,0.25,0.194,aR. GreenePH-DH,1,1,0,0,0,1,1,0.351,0.368,0.703
1363,A. BenintendiDH,2,1,0,0,0,0,0,0.29,0.333,0.484,A. Ibanez3B,4,0,1,1,0,1,0,0.125,0.263,0.125
1364,aN. MatonPH-DH,2,0,0,0,0,0,0,0.15,0.292,0.45,S. Torkelson1B,5,0,1,2,0,0,1,0.324,0.439,0.618
1365,A. Vaughn1B,4,0,1,1,0,0,0,0.167,0.194,0.333,M. MargotRF,3,1,1,0,0,0,0,0.375,0.353,0.375
1366,M. ThaissC,3,1,1,1,0,0,0,0.25,0.409,0.313,cC. KeithPH-2B,0,0,0,0,0,1,0,0.174,0.457,0.261
1367,M. Vargas3B,2,0,0,0,0,1,0,0.161,0.297,0.226,D. DinglerC,4,0,0,0,0,0,2,0.316,0.35,0.579
1368,B. Baldwin2B,3,0,0,0,0,0,1,0.28,0.269,0.44,K. CarpenterLF,4,0,0,0,0,0,0,0.219,0.212,0.531
1369,J. AmayaSS,2,0,0,1,0,0,0,0.1,0.095,0.1,J. BaezSS-CF,4,0,3,1,0,0,0,0.333,0.333,0.444
1370,M. TaylorLF,3,0,0,0,0,0,1,0.2,0.25,0.4,R. KreidlerCF,2,0,0,0,0,0,1,0.143,0.182,0.143
1371,team,27,3,4,3,0,3,4,,,,bT. SweeneyPH-SS,1,1,0,0,0,1,0,0.267,0.333,0.467
1372,,,,,,,,,,,,Z. McKinstry2B-RF,2,1,1,0,0,2,0,0.296,0.424,0.37
1373,,,,,,,,,,,,team,31,4,7,4,0,8,5,,,
1374,gameId: 401695037,,,,,,,,,,,,,,,,,,,,,
1375,P. Goldschmidt1B,5,0,1,0,0,0,1,0.324,0.395,0.471,K. Hayes3B,4,1,1,0,0,1,2,0.257,0.316,0.429
1376,C. BellingerRF,5,1,1,0,0,0,1,0.231,0.281,0.346,B. ReynoldsDH,5,0,1,2,0,0,2,0.182,0.234,0.295
1377,A. JudgeDH,4,0,0,0,0,1,2,0.324,0.419,0.892,O. CruzCF,4,0,1,0,0,1,0,0.242,0.395,0.455
1378,J. Chisholm Jr.2B,5,0,1,1,0,0,3,0.237,0.31,0.605,J. BartC,4,0,0,0,0,1,1,0.214,0.333,0.214
1379,A. VolpeSS,4,1,1,0,0,1,0,0.297,0.366,0.703,A. McCutchenRF,3,0,0,0,0,1,1,0.316,0.409,0.526
1380,A. WellsC,5,0,1,0,0,0,2,0.207,0.314,0.517,J. SuwinskiLF,1,1,0,0,0,0,1,0.143,0.25,0.19
1381,J. DominguezLF,4,1,0,0,0,1,1,0.242,0.342,0.424,E. Valdez1B,5,1,1,0,0,0,1,0.143,0.2,0.357
1382,O. Peraza3B,5,1,1,1,0,0,3,0.364,0.364,0.818,T. PhamLF-RF,4,0,1,2,0,0,3,0.1,0.2,0.133
1383,T. GrishamCF,5,0,2,2,0,0,0,0.455,0.538,0.909,A. Frazier2B,4,1,1,0,0,0,1,0.231,0.3,0.231
1384,team,42,4,8,4,0,3,13,,,,I. Kiner-FalefaSS,3,1,1,1,0,1,0,0.323,0.432,0.355
1385,,,,,,,,,,,,team,37,5,7,5,0,5,12,,,
1386,gameId: 401695040,,,,,,,,,,,,,,,,,,,,,
1387,L. NootbaarLF,5,1,1,0,0,0,0,0.333,0.435,0.513,J. DuranLF,5,3,2,2,0,0,1,0.217,0.245,0.283
1388,W. ContrerasDH,3,1,2,0,0,0,0,0.114,0.184,0.171,R. RefsnyderLF,1,0,0,0,0,0,0,0.5,0.571,0.5
1389,aL. BakerPH,1,1,0,0,0,0,0,0.364,0.5,0.455,R. DeversDH,4,4,4,3,0,1,0,0.263,0.404,0.421
1390,B. Donovan2B,4,1,3,2,0,1,0,0.333,0.375,0.556,aC. WongPH-DH,1,0,0,0,0,0,0,0.087,0.192,0.087
1391,N. Arenado3B,2,0,1,0,0,1,0,0.343,0.439,0.514,A. Bregman3B,5,2,4,6,1,0,0,0.341,0.383,0.591
1392,T. Saggese3B,1,1,1,4,1,0,0,0.5,0.4,1.25,T. Casas1B,1,0,0,0,0,0,0,0.167,0.211,0.306
1393,A. Burleson1B,5,1,1,0,0,0,2,0.286,0.333,0.357,W. AbreuRF,6,0,2,3,0,0,2,0.483,0.595,0.897
1394,J. WalkerRF,4,0,1,0,0,1,0,0.333,0.444,0.433,T. StorySS,4,1,1,0,0,0,0,0.25,0.289,0.444
1395,P. PagesC,5,0,0,0,0,0,2,0.316,0.316,0.632,D. HamiltonSS,2,0,0,0,0,0,1,0.091,0.091,0.091
1396,V. Scott IICF,3,0,0,0,0,0,1,0.281,0.368,0.406,K. Campbell2B,4,1,1,0,0,1,0,0.364,0.476,0.667
1397,M. SianiCF,1,0,0,0,0,0,0,0,0,0,R. Gonzalez1B-3B,5,2,2,0,0,0,1,0.545,0.583,0.727
1398,M. WinnSS,4,1,2,1,0,0,1,0.242,0.342,0.242,C. NarvaezC,4,2,2,1,0,1,0,0.429,0.556,0.643
1399,team,38,7,12,7,1,3,6,,,,C. RafaelaCF,4,3,3,2,0,1,0,0.2,0.273,0.2
1400,,,,,,,,,,,,team,46,18,21,17,1,4,5,,,
1401,gameId: 401695041,,,,,,,,,,,,,,,,,,,,,
1402,B. BichetteSS,4,0,0,0,0,0,0,0.286,0.348,0.357,F. LindorSS,4,0,1,0,0,0,1,0.172,0.257,0.241
1403,V. Guerrero Jr.1B,4,0,0,0,0,1,0,0.256,0.333,0.333,J. SotoRF,3,1,1,0,0,1,0,0.25,0.385,0.438
1404,A. SantanderRF,2,0,0,0,0,2,1,0.194,0.326,0.222,P. Alonso1B,3,0,2,1,0,0,0,0.29,0.421,0.645
1405,A. Gimenez2B,3,0,0,1,0,0,2,0.243,0.349,0.541,B. NimmoLF,3,0,1,1,0,0,1,0.235,0.27,0.441
1406,A. KirkDH,4,0,2,0,0,0,0,0.258,0.25,0.29,J. WinkerDH,3,0,0,0,0,0,2,0.25,0.348,0.5
1407,G. SpringerPR-DH,0,0,0,0,0,0,0,0.379,0.455,0.621,aS. MartePH-DH,1,0,0,0,0,0,1,0.182,0.333,0.455
1408,E. Clement3B,2,0,0,0,0,2,0,0.105,0.25,0.158,M. Vientos3B,3,0,1,0,0,1,1,0.118,0.189,0.176
1409,D. SchneiderLF,2,0,0,0,0,0,1,0,0.231,0,B. Baty2B,3,0,0,0,0,0,2,0.095,0.095,0.143
1410,aA. RodenPH-LF,1,0,0,0,0,0,0,0.318,0.407,0.409,L. Acuna2B,0,0,0,0,0,0,0,0.143,0.2,0.214
1411,T. HeinemanC,4,1,1,0,0,0,2,0.364,0.364,0.727,J. SiriCF,3,0,0,0,0,0,1,0.059,0.2,0.118
1412,M. StrawCF,3,0,1,0,0,0,2,0.357,0.357,0.5,H. SengerC,2,1,1,0,0,1,0,0.286,0.375,0.429
1413,bN. LukesPH,1,0,0,0,0,0,0,0.111,0.273,0.111,team,28,2,7,2,0,3,9,,,
1414,team,30,1,4,1,0,5,8,,,,,,,,,,,,,,
1415,gameId: 401695042,,,,,,,,,,,,,,,,,,,,,
1416,T. FriedlCF,4,0,1,1,0,0,0,0.289,0.325,0.368,B. Turang2B,4,2,2,0,0,0,0,0.325,0.349,0.5
1417,S. Espinal2B,4,0,0,0,0,0,0,0.24,0.296,0.28,J. ChourioLF,3,2,2,5,2,0,1,0.295,0.289,0.591
